İlan Numarası,İlan Güncelleme Tarihi,İlçe,Mahalle,Kategorisi,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,İlan Oluşturma Tarihi,Türü,Tipi,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,Banyo Sayısı,Fiyat,Krediye Uygunluk,Balkon Durumu,Yatırıma Uygunluk,Site İçerisinde,Eşya Durumu,Takas,WC Sayısı
16017044,14 Ekim 2024,Kepez Satılık Daire,Demirel Mahallesi Satılık Daire,Satılık,55 m²,1+1,Düz Giriş (Zemin),Klimalı,04 Ekim 2024,Konut,Daire,70 m²,0 (Yeni),3,Boş,1,"1,575,000",,,,Hayır,,,
16017176,12 Ekim 2024,Muratpaşa Satılık Daire,Kızıltoprak Mahallesi Satılık Daire,Satılık,230 m²,6+2,3.Kat,Klimalı,04 Ekim 2024,Konut,Klimalı,257 m²,0 (Yeni),3,Boş,3,"9,500,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Var,
16017169,04 Ekim 2024,Gazipaşa Satılık Daire,Pazarcı Mahallesi Satılık Daire,Satılık,40 m²,1+1,Yüksek Giriş,Klimalı,04 Ekim 2024,Konut,Klimalı,45 m²,3,5,Boş,1,"1,730,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,,Yok,
16017183,11 Ekim 2024,Muratpaşa Satılık Daire,Kızılarık Mahallesi Satılık Daire,Satılık,120 m²,3+1,2.Kat,Klimalı,04 Ekim 2024,Konut,Klimalı,140 m²,5-10,4,Mülk Sahibi Oturuyor,1,"2,750,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,Boş,Yok,
16017184,12 Ekim 2024,Konyaaltı Satılık Daire,Hurma Mahallesi Satılık Daire,Satılık,180 m²,4+1,4.Kat,Kombi Doğalgaz,04 Ekim 2024,Konut,Kombi Doğalgaz,200 m²,5-10,4,Mülk Sahibi Oturuyor,3,"21,000,000",Krediye Uygun,,Bilinmiyor,Evet,Eşyalı,Yok,
16017185,12 Ekim 2024,Kepez Satılık Daire,Ayanoğlu Mahallesi Satılık Daire,Satılık,78 m²,2+1,2.Kat,Klimalı,04 Ekim 2024,Konut,Klimalı,85 m²,0 (Yeni),2,Boş,1,"2,100,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,Boş,Var,
16017172,04 Ekim 2024,Gazipaşa Satılık Daire,Cumhuriyet Mahallesi Satılık Daire,Satılık,36 m²,1+1,3.Kat,Klimalı,04 Ekim 2024,Konut,Klimalı,40 m²,0 (Yeni),5,Boş,1,"1,850,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,,Yok,
16017182,12 Ekim 2024,Kepez Satılık Daire,Düdenbaşı Mahallesi Satılık Daire,Satılık,120 m²,2+1,7.Kat,Klimalı,04 Ekim 2024,Konut,Daire,130 m²,16-20,9,Boş,2,"2,000,000",,,Bilinmiyor,Evet,Boş,Var,
16017181,11 Ekim 2024,Aksu Satılık Daire,Altıntaş Mahallesi Satılık Daire,Satılık,135 m²,2+1,5.Kat,Yerden Isıtma,04 Ekim 2024,Konut,Yerden Isıtma,140 m²,1,5,Mülk Sahibi Oturuyor,1,"10,000,000",Krediye Uygun,,Bilinmiyor,Evet,Boş,Yok,
16012888,04 Ekim 2024,Konyaaltı Satılık Daire,Liman Mahallesi Satılık Daire,Satılık,120 m²,2+1,Çatı Dubleks,Merkezi Doğalgaz,04 Ekim 2024,Konut,Daire,140 m²,11-15,4,Boş,2,"10,550,000",,Var,Yatırıma Uygun,Evet,Eşyalı,,2
16017191,11 Ekim 2024,Kepez Satılık Daire,Düdenbaşı Mahallesi Satılık Daire,Satılık,220 m²,5+1,3.Kat,Klimalı,04 Ekim 2024,Konut,Klimalı,230 m²,5-10,4,Boş,2,"2,880,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,Boş,Var,
16012749,04 Ekim 2024,Konyaaltı Satılık Daire,Liman Mahallesi Satılık Daire,Satılık,65 m²,2+1,1.Kat,Klimalı,04 Ekim 2024,Konut,Daire,70 m²,11-15,4,Boş,1,"5,500,000",,Var,Yatırıma Uygun,Evet,Eşyalı,,
16017189,11 Ekim 2024,Muratpaşa Satılık Daire,Kızılarık Mahallesi Satılık Daire,Satılık,85 m²,2+1,2.Kat,Klimalı,04 Ekim 2024,Konut,Klimalı,90 m²,4,4,Boş,1,"3,600,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Var,
16013232,15 Ekim 2024,Alanya Satılık Daire,Oba Mahallesi Satılık Daire,Satılık,45 m²,1+1,1.Kat,Klimalı,04 Ekim 2024,Konut,Daire,50 m²,0 (Yeni),4,Boş,1,"2,450,000",Bilinmiyor,,,Hayır,,,
16013143,04 Ekim 2024,Alanya Satılık Daire,Mahmutlar Mahallesi Satılık Daire,Satılık,70 m²,1 Oda,5.Kat,Klimalı,04 Ekim 2024,Konut,Daire,80 m²,5-10,11,Boş,1,"2,910,000",Krediye Uygun Değil,Var,Yatırıma Uygun,Hayır,Eşyalı,Yok,
16015129,07 Ekim 2024,Manavgat Satılık Residence,Sorgun Mahallesi Satılık Residence,Satılık,175 m²,3+1,2.Kat,Yerden Isıtma,04 Ekim 2024,Konut,Yerden Isıtma,190 m²,5-10,3,Boş,2,"18,000,000",Krediye Uygun,,Bilinmiyor,Hayır,,Var,
16012863,04 Ekim 2024,Muratpaşa Satılık Daire,Yenigün Mahallesi Satılık Daire,Satılık,145 m²,3+1,2.Kat,Kombi Doğalgaz,04 Ekim 2024,Konut,Kombi Doğalgaz,155 m²,11-15,4,Mülk Sahibi Oturuyor,1,"4,500,000",Krediye Uygun,,,Hayır,,,
16013237,04 Ekim 2024,Alanya Satılık Daire,Konaklı Mahallesi Satılık Daire,Satılık,45 m²,1+1,5.Kat,Klimalı,04 Ekim 2024,Konut,Klimalı,50 m²,1,9,Boş,1,"2,630,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,,Yok,
16013239,04 Ekim 2024,Alanya Satılık Daire,Kargıcak Mahallesi Satılık Daire,Satılık,50 m²,1+1,2.Kat,Klimalı,04 Ekim 2024,Konut,Klimalı,55 m²,1,2,Boş,1,"3,300,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,Eşyalı,Yok,
16013968,04 Ekim 2024,Kepez Satılık Daire,Baraj Mahallesi Satılık Daire,Satılık,80 m²,3+1,Yüksek Giriş,Klimalı,04 Ekim 2024,Konut,Klimalı,90 m²,0 (Yeni),5,Boş,2,"2,390,000",Krediye Uygun,,,Evet,,,
16013254,04 Ekim 2024,Serik Satılık Daire,Orta Mahallesi Satılık Daire,Satılık,120 m²,2+1,5.Kat,Isıtma Yok,04 Ekim 2024,Konut,Daire,140 m²,0 (Yeni),5,Boş,1,"4,500,000",,,,Evet,,,
16013462,04 Ekim 2024,Kepez Satılık Daire,Gündoğdu Mahallesi Satılık Daire,Satılık,95 m²,2+1,2.Kat,Klimalı,04 Ekim 2024,Konut,Daire,110 m²,16-20,3,Kiracı Oturuyor,1,"2,300,000",,,,Hayır,,,
16013834,04 Ekim 2024,Alanya Satılık Daire,Cikcilli Mahallesi Satılık Daire,Satılık,125 m²,3+1,5.Kat,Klimalı,04 Ekim 2024,Konut,Daire,135 m²,3,5,Boş,3,"4,500,000",Krediye Uygun Değil,,Yatırıma Uygun,Hayır,Boş,Yok,
16014176,08 Ekim 2024,Kepez Satılık Daire,Güneş Mahallesi Satılık Daire,Satılık,80 m²,2+1,Yüksek Giriş,Merkezi Doğalgaz,04 Ekim 2024,Konut,Merkezi Doğalgaz,90 m²,5-10,12,Boş,1,"1,850,000",Krediye Uygun,,,Hayır,,,
16014093,04 Ekim 2024,Muratpaşa Satılık Daire,Sinan Mahallesi Satılık Daire,Satılık,80 m²,2+1,4.Kat,Klimalı,04 Ekim 2024,Konut,Klimalı,90 m²,21 Ve Üzeri,4,Kiracı Oturuyor,1,"2,700,000",Krediye Uygun,,,Hayır,,,
16014297,04 Ekim 2024,Muratpaşa Satılık Daire,Güzeloba Mahallesi Satılık Daire,Satılık,40 m²,1+1,Bahçe Katı,Klimalı,04 Ekim 2024,Konut,Klimalı,50 m²,1,2,Mülk Sahibi Oturuyor,1,"3,950,000",Krediye Uygun,Var,,Evet,Boş,Yok,
16014558,04 Ekim 2024,Konyaaltı Satılık Daire,Uncalı Mahallesi Satılık Daire,Satılık,150 m²,3+1,2.Kat,Kombi Doğalgaz,04 Ekim 2024,Konut,Kombi Doğalgaz,160 m²,5-10,12,Mülk Sahibi Oturuyor,2,"9,500,000",Krediye Uygun,Var,,Evet,Boş,Yok,
16014693,14 Ekim 2024,Kumluca Satılık Daire,Eskicami Mahallesi Satılık Daire,Satılık,60 m²,2+1,3.Kat,Klimalı,04 Ekim 2024,Konut,Klimalı,78 m²,0 (Yeni),4,Boş,1,"2,500,000",Krediye Uygun Değil,,,Hayır,,,
16014886,07 Ekim 2024,Kepez Satılık Müstakil Ev,Habibler Mahallesi Satılık Müstakil Ev,Satılık,75 m²,2+1,,Sobalı,04 Ekim 2024,Konut,Müstakil Ev,80 m²,16-20,1,Boş,1,"2,200,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,Boş,Yok,
16014910,06 Ekim 2024,Kepez Satılık Daire,Şelale Mahallesi Satılık Daire,Satılık,70 m²,2+1,Yüksek Giriş,Isıtma Yok,04 Ekim 2024,Konut,Isıtma Yok,80 m²,0 (Yeni),2,Boş,1,"2,275,000",Krediye Uygun,Var,Yatırıma Uygun,Hayır,Boş,Yok,1
16015094,07 Ekim 2024,Manavgat Satılık Daire,Sarılar Mahallesi Satılık Daire,Satılık,135 m²,3+1,3.Kat,Sobalı,04 Ekim 2024,Konut,Sobalı,145 m²,0 (Yeni),3,Boş,2,"4,150,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,,Yok,
16015095,07 Ekim 2024,Manavgat Satılık Daire,Sarılar Mahallesi Satılık Daire,Satılık,140 m²,3+1,2.Kat,Sobalı,04 Ekim 2024,Konut,Sobalı,150 m²,5-10,3,Mülk Sahibi Oturuyor,1,"3,750,000",Krediye Uygun,,Bilinmiyor,Hayır,,Yok,
16015096,04 Ekim 2024,Manavgat Satılık Daire,Kavaklı Mahallesi Satılık Daire,Satılık,130 m²,4+1,2.Kat,Sobalı,04 Ekim 2024,Konut,Sobalı,145 m²,2,3,Mülk Sahibi Oturuyor,2,"4,750,000",Krediye Uygun,,Bilinmiyor,Hayır,,Yok,
16015108,07 Ekim 2024,Manavgat Satılık Daire,Sarılar Mahallesi Satılık Daire,Satılık,95 m²,2+1,2.Kat,Klimalı,04 Ekim 2024,Konut,Klimalı,110 m²,5-10,3,Mülk Sahibi Oturuyor,1,"3,200,000",Krediye Uygun,,Bilinmiyor,Hayır,,Yok,
16015110,04 Ekim 2024,Alanya Satılık Daire,Cumhuriyet Mahallesi Satılık Daire,Satılık,105 m²,2+1,2.Kat,Klimalı,04 Ekim 2024,Konut,Klimalı,120 m²,16-20,7,Boş,1,"4,350,000",Krediye Uygun,,Bilinmiyor,Hayır,Eşyalı,Yok,
16015111,07 Ekim 2024,Manavgat Satılık Daire,Kavaklı Mahallesi Satılık Daire,Satılık,135 m²,3+1,3.Kat,Sobalı,04 Ekim 2024,Konut,Sobalı,150 m²,11-15,4,Mülk Sahibi Oturuyor,1,"4,370,000",Krediye Uygun,,Bilinmiyor,Hayır,,Yok,
16015115,07 Ekim 2024,Manavgat Satılık Daire,Çağlayan Mahallesi Satılık Daire,Satılık,110 m²,3+1,3.Kat,Klimalı,04 Ekim 2024,Konut,Klimalı,130 m²,5-10,5,Boş,1,"4,350,000",Krediye Uygun,,Bilinmiyor,Hayır,,Var,
16015117,07 Ekim 2024,Manavgat Satılık Daire,Kavaklı Mahallesi Satılık Daire,Satılık,165 m²,3+1,3.Kat,Sobalı,04 Ekim 2024,Konut,Sobalı,190 m²,16-20,4,Boş,2,"5,250,000",Krediye Uygun,,Bilinmiyor,Hayır,,Yok,
16015118,07 Ekim 2024,Manavgat Satılık Daire,Sarılar Mahallesi Satılık Daire,Satılık,185 m²,3+1,3.Kat,Sobalı,04 Ekim 2024,Konut,Sobalı,210 m²,5-10,4,Boş,2,"6,999,999",Krediye Uygun,,Bilinmiyor,Hayır,,Var,
16015123,04 Ekim 2024,Manavgat Satılık Daire,Evrenseki Mahallesi Satılık Daire,Satılık,65 m²,1+1,3.Kat,Klimalı,04 Ekim 2024,Konut,Klimalı,90 m²,0 (Yeni),3,Boş,1,"3,650,000",Krediye Uygun,,Bilinmiyor,Hayır,,Var,
16015127,07 Ekim 2024,Manavgat Satılık Daire,Ilıca Mahallesi Satılık Daire,Satılık,190 m²,3+1,3.Kat,Klimalı,04 Ekim 2024,Konut,Klimalı,210 m²,0 (Yeni),3,Boş,3,"6,500,000",Krediye Uygun,,Bilinmiyor,Hayır,,Var,
16012107,04 Ekim 2024,Kepez Satılık Daire,Aktoprak Mahallesi Satılık Daire,Satılık,140 m²,3+1,1.Kat,Klimalı,04 Ekim 2024,Konut,Klimalı,150 m²,0 (Yeni),4,Boş,2,"2,925,000",Krediye Uygun,,Bilinmiyor,Hayır,,Yok,
16012116,04 Ekim 2024,Kepez Satılık Daire,Fevzi Çakmak Mahallesi Satılık Daire,Satılık,180 m²,3+1,1.Kat,Klimalı,04 Ekim 2024,Konut,Klimalı,190 m²,2,10,Boş,2,"6,500,000",Krediye Uygun,,Bilinmiyor,Hayır,,Yok,
16012119,04 Ekim 2024,Kepez Satılık Daire,Hüsnü Karakaş Mahallesi Satılık Daire,Satılık,135 m²,3+1,1.Kat,Klimalı,04 Ekim 2024,Konut,Klimalı,145 m²,0 (Yeni),4,Boş,1,"5,250,000",Krediye Uygun,,Bilinmiyor,Hayır,,Yok,
16012122,04 Ekim 2024,Kepez Satılık Daire,Varsak Karşıyaka Mahallesi Satılık Daire,Satılık,90 m²,2+1,1.Kat,Klimalı,04 Ekim 2024,Konut,Klimalı,100 m²,0 (Yeni),4,Boş,1,"2,850,000",Krediye Uygun,,Bilinmiyor,Hayır,Eşyalı,Yok,
16012113,07 Ekim 2024,Kepez Satılık Daire,Fevzi Çakmak Mahallesi Satılık Daire,Satılık,135 m²,3+1,6.Kat,Klimalı,04 Ekim 2024,Konut,Klimalı,140 m²,5-10,6,Boş,1,"3,350,000",Krediye Uygun,,Bilinmiyor,Hayır,,Yok,
16012132,04 Ekim 2024,Kepez Satılık Daire,Fevzi Çakmak Mahallesi Satılık Daire,Satılık,100 m²,2+1,3.Kat,Klimalı,04 Ekim 2024,Konut,Klimalı,110 m²,0 (Yeni),4,Boş,1,"2,680,000",Krediye Uygun,,Bilinmiyor,Hayır,,Yok,
16012160,05 Ekim 2024,Kepez Satılık Daire,Aktoprak Mahallesi Satılık Daire,Satılık,110 m²,2+1,1.Kat,Klimalı,04 Ekim 2024,Konut,Klimalı,115 m²,0 (Yeni),4,Boş,1,"2,700,000",Krediye Uygun,,Bilinmiyor,Hayır,,Yok,
16012134,04 Ekim 2024,Kepez Satılık Daire,Fevzi Çakmak Mahallesi Satılık Daire,Satılık,135 m²,3+1,6.Kat,Klimalı,04 Ekim 2024,Konut,Klimalı,145 m²,5-10,6,Boş,1,"3,650,000",Krediye Uygun,,Bilinmiyor,Hayır,,Yok,
16012142,04 Ekim 2024,Kepez Satılık Daire,Aktoprak Mahallesi Satılık Daire,Satılık,105 m²,2+1,2.Kat,Klimalı,04 Ekim 2024,Konut,Klimalı,115 m²,0 (Yeni),4,Boş,2,"3,250,000",Krediye Uygun,,Bilinmiyor,Hayır,,Yok,
16012144,04 Ekim 2024,Kepez Satılık Daire,Aktoprak Mahallesi Satılık Daire,Satılık,140 m²,3+1,1.Kat,Klimalı,04 Ekim 2024,Konut,Klimalı,150 m²,0 (Yeni),4,Boş,2,"2,950,000",Krediye Uygun,,Bilinmiyor,Hayır,,Yok,
16012153,04 Ekim 2024,Kepez Satılık Daire,Fevzi Çakmak Mahallesi Satılık Daire,Satılık,145 m²,3+1,5.Kat,Klimalı,04 Ekim 2024,Konut,Klimalı,155 m²,5-10,5,Boş,2,"4,500,000",Krediye Uygun,,Bilinmiyor,Hayır,,Yok,
16012155,04 Ekim 2024,Kepez Satılık Daire,Göçerler Mahallesi Satılık Daire,Satılık,100 m²,2+1,3.Kat,Klimalı,04 Ekim 2024,Konut,Klimalı,110 m²,0 (Yeni),5,Boş,1,"4,250,000",Krediye Uygun,,Bilinmiyor,Hayır,,Yok,
16012159,05 Ekim 2024,Kepez Satılık Daire,Fevzi Çakmak Mahallesi Satılık Daire,Satılık,100 m²,2+1,3.Kat,Klimalı,04 Ekim 2024,Konut,Klimalı,110 m²,0 (Yeni),4,Boş,1,"2,680,000",Krediye Uygun,,Bilinmiyor,Hayır,,Yok,
16012364,09 Ekim 2024,Kaş Satılık Villa,Kalkan Mahallesi Satılık Villa,Satılık,350 m²,5+2,,Kat Kaloriferi,04 Ekim 2024,Konut,Villa,500 m²,11-15,2,Mülk Sahibi Oturuyor,5,"31,650,000",,,,Hayır,Eşyalı,,
16012161,05 Ekim 2024,Kepez Satılık Daire,Çankaya Mahallesi Satılık Daire,Satılık,160 m²,3+1,1.Kat,Kombi Doğalgaz,04 Ekim 2024,Konut,Kombi Doğalgaz,165 m²,0 (Yeni),6,Boş,2,"7,200,000",Krediye Uygun,,Bilinmiyor,Hayır,,Yok,
16012175,05 Ekim 2024,Kepez Satılık Daire,Varsak Karşıyaka Mahallesi Satılık Daire,Satılık,120 m²,2+1,2.Kat,Klimalı,04 Ekim 2024,Konut,Klimalı,130 m²,0 (Yeni),5,Boş,2,"3,650,000",Krediye Uygun,,Bilinmiyor,Hayır,,Yok,
16012165,05 Ekim 2024,Kepez Satılık Daire,Habibler Mahallesi Satılık Daire,Satılık,135 m²,3+1,3.Kat,Klimalı,04 Ekim 2024,Konut,Klimalı,145 m²,0 (Yeni),3,Boş,1,"3,750,000",Krediye Uygun,,Bilinmiyor,Hayır,,Yok,
16012169,05 Ekim 2024,Kepez Satılık Daire,Aktoprak Mahallesi Satılık Daire,Satılık,105 m²,2+1,2.Kat,Klimalı,04 Ekim 2024,Konut,Klimalı,115 m²,0 (Yeni),4,Boş,2,"2,875,000",Krediye Uygun,,Bilinmiyor,Hayır,Eşyalı,Yok,
16012174,05 Ekim 2024,Kepez Satılık Daire,Fevzi Çakmak Mahallesi Satılık Daire,Satılık,95 m²,2+1,Yüksek Giriş,Klimalı,04 Ekim 2024,Konut,Klimalı,105 m²,0 (Yeni),4,Boş,1,"2,045,000",Krediye Uygun,,Bilinmiyor,Hayır,,Yok,
16012176,04 Ekim 2024,Kepez Satılık Daire,Kuzeyyaka Mahallesi Satılık Daire,Satılık,105 m²,2+1,1.Kat,Klimalı,04 Ekim 2024,Konut,Klimalı,125 m²,5-10,4,Mülk Sahibi Oturuyor,1,"2,500,000",Krediye Uygun,,Bilinmiyor,Hayır,Eşyalı,Yok,
16011335,11 Ekim 2024,Kepez Satılık Daire,Emek Mahallesi Satılık Daire,Satılık,170 m²,4+1,3.Kat,Isıtma Yok,04 Ekim 2024,Konut,Isıtma Yok,185 m²,11-15,4,Mülk Sahibi Oturuyor,2,"3,500,000",Krediye Uygun,,Bilinmiyor,Hayır,,Yok,
16011337,11 Ekim 2024,Kepez Satılık Daire,Kuzeyyaka Mahallesi Satılık Daire,Satılık,85 m²,2+1,Yüksek Giriş,Isıtma Yok,04 Ekim 2024,Konut,Isıtma Yok,95 m²,4,3,Mülk Sahibi Oturuyor,1,"1,899,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16012414,08 Ekim 2024,Alanya Satılık Daire,Çıplaklı Mahallesi Satılık Daire,Satılık,275 m²,6+1,Çatı Dubleks,Klimalı,04 Ekim 2024,Konut,Daire,300 m²,11-15,6,Boş,3,"35,000",Bilinmiyor,,,Evet,,,
16011336,12 Ekim 2024,Konyaaltı Satılık Daire,Arapsuyu Mahallesi Satılık Daire,Satılık,220 m²,4+1,2.Kat,Klimalı,04 Ekim 2024,Konut,Klimalı,250 m²,5-10,2,Boş,2,"11,500,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16011334,12 Ekim 2024,Kepez Satılık Daire,Karşıyaka Mahallesi Satılık Daire,Satılık,90 m²,2+1,Yüksek Giriş,Isıtma Yok,04 Ekim 2024,Konut,Isıtma Yok,100 m²,5-10,3,Mülk Sahibi Oturuyor,1,"2,200,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16011340,11 Ekim 2024,Kepez Satılık Daire,Göçerler Mahallesi Satılık Daire,Satılık,105 m²,2+1,3.Kat,Klimalı,04 Ekim 2024,Konut,Klimalı,115 m²,0 (Yeni),3,Boş,1,"3,750,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Var,
16011343,11 Ekim 2024,Kepez Satılık Daire,Kuzeyyaka Mahallesi Satılık Daire,Satılık,85 m²,2+1,Yüksek Giriş,Kombi Doğalgaz,04 Ekim 2024,Konut,Kombi Doğalgaz,95 m²,5-10,3,Mülk Sahibi Oturuyor,1,"1,949,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16011346,11 Ekim 2024,Kepez Satılık Daire,Erenköy Mahallesi Satılık Daire,Satılık,90 m²,2+1,Yüksek Giriş,Klimalı,04 Ekim 2024,Konut,Klimalı,100 m²,0 (Yeni),3,Boş,1,"2,350,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16011333,12 Ekim 2024,Kepez Satılık Daire,Kütükçü Mahallesi Satılık Daire,Satılık,80 m²,2+1,Yüksek Giriş,Kombi Doğalgaz,04 Ekim 2024,Konut,Kombi Doğalgaz,90 m²,0 (Yeni),3,Boş,1,"2,380,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Var,
16011341,12 Ekim 2024,Kepez Satılık Daire,Mehmet Akif Ersoy Mahallesi Satılık Daire,Satılık,88 m²,2+1,3.Kat,Klimalı,04 Ekim 2024,Konut,Klimalı,105 m²,0 (Yeni),4,Boş,1,"2,950,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16011345,11 Ekim 2024,Kepez Satılık Daire,Gazi Mahallesi Satılık Daire,Satılık,90 m²,2+1,2.Kat,Klimalı,04 Ekim 2024,Konut,Klimalı,105 m²,0 (Yeni),3,Boş,1,"3,595,000",Krediye Uygun,,Bilinmiyor,Evet,Boş,Yok,
16011455,12 Ekim 2024,Kepez Satılık Villa,Odabaşı Mahallesi Satılık Villa,Satılık,220 m²,4+1,,Yerden Isıtma,04 Ekim 2024,Konut,Villa,240 m²,0 (Yeni),2,Boş,4,"15,000,000",,,Bilinmiyor,Evet,Boş,Var,
16012018,04 Ekim 2024,Konyaaltı Satılık Daire,Gürsu Mahallesi Satılık Daire,Satılık,155 m²,3+1,8.Kat,Isıtma Yok,04 Ekim 2024,Konut,Daire,165 m²,16-20,12,Boş,2,"12,000,000",,Var,Yatırıma Uygun,Evet,Boş,Var,2
16012023,14 Ekim 2024,Serik Satılık Yazlık,Boğazkent Mahallesi Satılık Yazlık,Satılık,180 m²,3+1,Villa Tipi,Klimalı,04 Ekim 2024,Konut,Klimalı,220 m²,5-10,3,Boş,2,"6,350,000",Bilinmiyor,,Bilinmiyor,Hayır,Eşyalı,Yok,
16012126,04 Ekim 2024,Kepez Satılık Daire,Göçerler Mahallesi Satılık Daire,Satılık,193 m²,4+1,1.Kat,Klimalı,04 Ekim 2024,Konut,Klimalı,200 m²,5-10,6,Boş,1,"10,250,000",Krediye Uygun,,Bilinmiyor,Hayır,Eşyalı,Yok,
16012026,04 Ekim 2024,Serik Satılık Daire,Kadriye Mahallesi Satılık Daire,Satılık,120 m²,3+1,Yüksek Giriş,Klimalı,04 Ekim 2024,Konut,Klimalı,140 m²,5-10,3,Boş,1,"3,250,000",Krediye Uygun,,Bilinmiyor,Hayır,,Yok,
16012025,04 Ekim 2024,Serik Satılık Daire,Belek Mahallesi Satılık Daire,Satılık,80 m²,2+1,Düz Giriş (Zemin),Klimalı,04 Ekim 2024,Konut,Klimalı,100 m²,21 Ve Üzeri,3,Boş,1,"3,950,000",Krediye Uygun,,Bilinmiyor,Hayır,Eşyalı,Yok,
16012046,04 Ekim 2024,Kepez Satılık Daire,Demirel Mahallesi Satılık Daire,Satılık,105 m²,2+1,1.Kat,Klimalı,04 Ekim 2024,Konut,Klimalı,115 m²,0 (Yeni),3,Boş,1,"2,500,000",Krediye Uygun,,Bilinmiyor,Hayır,,Yok,
16012044,04 Ekim 2024,Kepez Satılık Daire,Demirel Mahallesi Satılık Daire,Satılık,105 m²,2+1,1.Kat,Klimalı,04 Ekim 2024,Konut,Klimalı,115 m²,0 (Yeni),4,Boş,1,"2,500,000",Krediye Uygun,,Bilinmiyor,Hayır,,Yok,
16012024,04 Ekim 2024,Serik Satılık Daire,Belek Mahallesi Satılık Daire,Satılık,90 m²,2+1,Yüksek Giriş,Klimalı,04 Ekim 2024,Konut,Klimalı,100 m²,5-10,3,Boş,1,"3,100,000",Bilinmiyor,,Bilinmiyor,Hayır,Eşyalı,Yok,
16012052,04 Ekim 2024,Kepez Satılık Daire,Varsak Karşıyaka Mahallesi Satılık Daire,Satılık,135 m²,3+1,4.Kat,Klimalı,04 Ekim 2024,Konut,Daire,1.445 m²,5-10,5,Boş,1,"4,500,000",,,Bilinmiyor,Hayır,,Yok,
16012078,04 Ekim 2024,Kepez Satılık Daire,Aydoğmuş Mahallesi Satılık Daire,Satılık,100 m²,2+1,3.Kat,Klimalı,04 Ekim 2024,Konut,Daire,110 m²,0 (Yeni),4,Boş,1,"2,350,000",,,Bilinmiyor,Hayır,,Yok,
16012056,04 Ekim 2024,Kepez Satılık Daire,Ayanoğlu Mahallesi Satılık Daire,Satılık,100 m²,2+1,1.Kat,Klimalı,04 Ekim 2024,Konut,Klimalı,110 m²,0 (Yeni),4,Boş,1,"2,350,000",Krediye Uygun,,Bilinmiyor,Hayır,,Yok,
16012089,04 Ekim 2024,Kepez Satılık Daire,Fevzi Çakmak Mahallesi Satılık Daire,Satılık,180 m²,3+1,1.Kat,Klimalı,04 Ekim 2024,Konut,Klimalı,185 m²,0 (Yeni),10,Boş,2,"6,300,000",Krediye Uygun,,Bilinmiyor,Hayır,,Yok,
16012055,04 Ekim 2024,Kepez Satılık Daire,Aktoprak Mahallesi Satılık Daire,Satılık,100 m²,2+1,1.Kat,Klimalı,04 Ekim 2024,Konut,Klimalı,110 m²,0 (Yeni),4,Boş,1,"2,350,000",Krediye Uygun,,Bilinmiyor,Hayır,,Yok,
16012077,04 Ekim 2024,Kepez Satılık Daire,Fevzi Çakmak Mahallesi Satılık Daire,Satılık,110 m²,2+1,3.Kat,Klimalı,04 Ekim 2024,Konut,Klimalı,115 m²,0 (Yeni),4,Boş,1,"3,100,000",Krediye Uygun,,Bilinmiyor,Hayır,,Yok,
16011453,11 Ekim 2024,Döşemealtı Satılık Daire,Yeniköy Mahallesi Satılık Daire,Satılık,120 m²,3+1,1.Kat,Klimalı,04 Ekim 2024,Konut,Klimalı,135 m²,1,5,Boş,2,"3,750,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Var,
16012091,04 Ekim 2024,Kepez Satılık Daire,Fevzi Çakmak Mahallesi Satılık Daire,Satılık,75 m²,1+1,Yüksek Giriş,Klimalı,04 Ekim 2024,Konut,Klimalı,85 m²,0 (Yeni),4,Boş,1,"1,950,000",Krediye Uygun,,Bilinmiyor,Hayır,,Yok,
16008833,03 Ekim 2024,Kepez Satılık Daire,Gündoğdu Mahallesi Satılık Daire,Satılık,100 m²,2+1,3.Kat,Klimalı,03 Ekim 2024,Konut,Klimalı,115 m²,11-15,3,Mülk Sahibi Oturuyor,1,"1,975,000",Krediye Uygun,,,Hayır,Boş,Var,
